OBSDHM,RF
202004060210 ,0
202004060220 ,0
202004060230 ,0
202004060240 ,0
202004060250 ,0
202004060300 ,0
202004060310 ,0
202004060320 ,0
202004060330 ,0
202004060340 ,0
202004060350 ,0
202004060400 ,0
202004060410 ,0
202004060420 ,0
202004060430 ,0
202004060440 ,0
202004060450 ,0
202004060500 ,0
202004060510 ,0
202004060520 ,0
202004060530 ,0
202004060540 ,0
202004060550 ,0
202004060600 ,0
202004060610 ,0
202004060620 ,0
202004060630 ,0
202004060640 ,0
202004060650 ,0
202004060700 ,0
202004060710 ,0
202004060720 ,0
202004060730 ,0
202004060740 ,0
202004060750 ,0
202004060800 ,0
202004060810 ,0
202004060820 ,0
202004060830 ,0
202004060840 ,0
202004060850 ,0
202004060900 ,0
202004060910 ,0
202004060920 ,0
202004060930 ,0
202004060940 ,0
202004060950 ,0
202004061000 ,0
202004061010 ,0
202004061020 ,0
202004061030 ,0
202004061040 ,0
202004061050 ,0
202004061100 ,0
202004061110 ,0
202004061120 ,0
202004061130 ,0
202004061140 ,0
202004061150 ,0
202004061200 ,0
202004061210 ,0
202004061220 ,0
202004061230 ,0
202004061240 ,0
202004061250 ,0
202004061300 ,0
202004061310 ,0
202004061320 ,0
202004061330 ,0
202004061340 ,0
202004061350 ,0
202004061400 ,0
202004061410 ,0
202004061420 ,0
202004061430 ,0
202004061440 ,0
202004061450 ,0
202004061500 ,0
202004061510 ,0
202004061520 ,0
202004061530 ,0
202004061540 ,0
202004061550 ,0
202004061600 ,0
202004061610 ,0
202004061620 ,0
202004061630 ,0
202004061640 ,0
202004061650 ,0
202004061700 ,0
202004061710 ,0
202004061720 ,0
202004061730 ,0
202004061740 ,0
202004061750 ,0
202004061800 ,0
202004061810 ,0
202004061820 ,0
202004061830 ,0
202004061840 ,0
202004061850 ,0
202004061900 ,0
202004061910 ,0
202004061920 ,0
202004061930 ,0
202004061940 ,0
202004061950 ,0
202004062000 ,0
202004062010 ,0
202004062020 ,0
202004062030 ,0
202004062040 ,0
202004062050 ,0
202004062100 ,0
202004062110 ,0
202004062120 ,0
202004062130 ,0
202004062140 ,0
202004062150 ,0
202004062200 ,0
202004062210 ,0
202004062220 ,0
202004062230 ,0
202004062240 ,0
202004062250 ,0
202004062300 ,0
202004062310 ,0
202004062320 ,0
202004062330 ,0
202004062340 ,0
202004062350 ,0
202004062400 ,0
202004070010 ,0
202004070020 ,0
202004070030 ,0
202004070040 ,0
202004070050 ,0
202004070100 ,0
202004070110 ,0
202004070120 ,0
202004070130 ,0
202004070140 ,0
202004070150 ,0
202004070200 ,0
202004070210 ,0
202004070220 ,0
202004070230 ,0
202004070240 ,0
202004070250 ,0
202004070300 ,0
202004070310 ,0
202004070320 ,0
202004070330 ,0
202004070340 ,0
202004070350 ,0
202004070400 ,0
202004070410 ,0
202004070420 ,0
202004070430 ,0
202004070440 ,0
202004070450 ,0
202004070500 ,0
202004070510 ,0
202004070520 ,0
202004070530 ,0
202004070540 ,0
202004070550 ,0
202004070600 ,0
202004070610 ,0
202004070620 ,0
202004070630 ,0
202004070640 ,0
202004070650 ,0
202004070700 ,0
202004070710 ,0
202004070720 ,0
202004070730 ,0
202004070740 ,0
202004070750 ,0
202004070800 ,0
202004070810 ,0
202004070820 ,0
202004070830 ,0
202004070840 ,0
202004070850 ,0
202004070900 ,0
202004070910 ,0
202004070920 ,0
202004070930 ,0
202004070940 ,0
202004070950 ,0
202004071000 ,0
202004071010 ,0
202004071020 ,0
202004071030 ,0
202004071040 ,0
202004071050 ,0
202004071100 ,0
202004071110 ,0
202004071120 ,0
202004071130 ,0
202004071140 ,0
202004071150 ,0
202004071200 ,0
202004071210 ,0
202004071220 ,0
202004071230 ,0
202004071240 ,0
202004071250 ,0
202004071300 ,0
202004071310 ,0
202004071320 ,0
202004071330 ,0
202004071340 ,0
202004071350 ,0
202004071400 ,0
202004071410 ,0
202004071420 ,0
202004071430 ,0
202004071440 ,0
202004071450 ,0
202004071500 ,0
202004071510 ,0
202004071520 ,0
202004071530 ,0
202004071540 ,0
202004071550 ,0
202004071600 ,0
202004071610 ,0
202004071620 ,0
202004071630 ,0
202004071640 ,0
202004071650 ,0
202004071700 ,0
202004071710 ,0
202004071720 ,0
202004071730 ,0
202004071740 ,0
202004071750 ,0
202004071800 ,0
202004071810 ,0
202004071820 ,0
202004071830 ,0
202004071840 ,0
202004071850 ,0
202004071900 ,0
202004071910 ,0
202004071920 ,0
202004071930 ,0
202004071940 ,0
202004071950 ,0
202004072000 ,0
202004072010 ,0
202004072020 ,0
202004072030 ,0
202004072040 ,0
202004072050 ,0
202004072100 ,0
202004072110 ,0
202004072120 ,0
202004072130 ,0
202004072140 ,0
202004072150 ,0
202004072200 ,0
202004072210 ,0
202004072220 ,0
202004072230 ,0
202004072240 ,0
202004072250 ,0
202004072300 ,0
202004072310 ,0
202004072320 ,0
202004072330 ,0
202004072340 ,0
202004072350 ,0
202004072400 ,0
202004080010 ,0
202004080020 ,0
202004080030 ,0
202004080040 ,0
202004080050 ,0
202004080100 ,0
202004080110 ,0
202004080120 ,0
202004080130 ,0
202004080140 ,0
202004080150 ,0
202004080200 ,0
202004080210 ,0
202004080220 ,0
202004080230 ,0
202004080240 ,0
202004080250 ,0
202004080300 ,0
202004080310 ,0
202004080320 ,0
202004080330 ,0
202004080340 ,0
202004080350 ,0
202004080400 ,0
202004080410 ,0
202004080420 ,0
202004080430 ,0
202004080440 ,0
202004080450 ,0
202004080500 ,0
202004080510 ,0
202004080520 ,0
202004080530 ,0
202004080540 ,0
202004080550 ,0
202004080600 ,0
202004080610 ,0
202004080620 ,0
202004080630 ,0
202004080640 ,0
202004080650 ,0
202004080700 ,0
202004080710 ,0
202004080720 ,0
202004080730 ,0
202004080740 ,0
202004080750 ,0
202004080800 ,0
202004080810 ,0
202004080820 ,0
202004080830 ,0
202004080840 ,0
202004080850 ,0
202004080900 ,0
202004080910 ,0
202004080920 ,0
202004080930 ,0
202004080940 ,0
202004080950 ,0
202004081000 ,0
202004081010 ,0
202004081020 ,0
202004081030 ,0
202004081040 ,0
202004081050 ,0
202004081100 ,0
202004081110 ,0
202004081120 ,0
202004081130 ,0
202004081140 ,0
202004081150 ,0
202004081200 ,0
202004081210 ,0
202004081220 ,0
202004081230 ,0
202004081240 ,0
202004081250 ,0
202004081300 ,0
202004081310 ,0
202004081320 ,0
202004081330 ,0
202004081340 ,0
202004081350 ,0
202004081400 ,0
202004081410 ,0
202004081420 ,0
202004081430 ,0
202004081440 ,0
202004081450 ,0
202004081500 ,0
202004081510 ,0
202004081520 ,0
202004081530 ,0
202004081540 ,0
202004081550 ,0
202004081600 ,0
202004081610 ,0
202004081620 ,0
202004081630 ,0
202004081640 ,0
202004081650 ,0
202004081700 ,0
202004081710 ,0
202004081720 ,0
202004081730 ,0
202004081740 ,0
202004081750 ,0
202004081800 ,0
202004081810 ,0
202004081820 ,0
202004081830 ,0
202004081840 ,0
202004081850 ,0
202004081900 ,0
202004081910 ,0
202004081920 ,0
202004081930 ,0
202004081940 ,0
202004081950 ,0
202004082000 ,0
202004082010 ,0
202004082020 ,0
202004082030 ,0
202004082040 ,0
202004082050 ,0
202004082100 ,0
202004082110 ,0
202004082120 ,0
202004082130 ,0
202004082140 ,0
202004082150 ,0
202004082200 ,0
202004082210 ,0
202004082220 ,0
202004082230 ,0
202004082240 ,0
202004082250 ,0
202004082300 ,0
202004082310 ,0
202004082320 ,0
202004082330 ,0
202004082340 ,0
202004082350 ,0
202004082400 ,0
202004090010 ,0
202004090020 ,0
202004090030 ,0
202004090040 ,0
202004090050 ,0
202004090100 ,0
202004090110 ,0
202004090120 ,0
202004090130 ,0
202004090140 ,0
202004090150 ,0
202004090200 ,0
202004090210 ,0
202004090220 ,0
202004090230 ,0
202004090240 ,0
202004090250 ,0
202004090300 ,0
202004090310 ,0
202004090320 ,0
202004090330 ,0
202004090340 ,0
202004090350 ,0
202004090400 ,0
202004090410 ,0
202004090420 ,0
202004090430 ,0
202004090440 ,0
202004090450 ,0
202004090500 ,0
202004090510 ,0
202004090520 ,0
202004090530 ,0
202004090540 ,0
202004090550 ,0
202004090600 ,0
202004090610 ,0
202004090620 ,0
202004090630 ,0
202004090640 ,0
202004090650 ,0
202004090700 ,0
202004090710 ,0
202004090720 ,0
202004090730 ,0
202004090740 ,0
202004090750 ,0
202004090800 ,0
202004090810 ,0
202004090820 ,0
202004090830 ,0
202004090840 ,0
202004090850 ,0
202004090900 ,0
202004090910 ,0
202004090920 ,0
202004090930 ,0
202004090940 ,0
202004090950 ,0
202004091000 ,0
202004091010 ,0
202004091020 ,0
202004091030 ,0
202004091040 ,0
202004091050 ,0
202004091100 ,0
202004091110 ,0
202004091120 ,0
202004091130 ,0
202004091140 ,0
202004091150 ,0
202004091200 ,0
202004091210 ,0
202004091220 ,0
202004091230 ,0
202004091240 ,0
202004091250 ,0
202004091300 ,0
202004091310 ,0
202004091320 ,0
202004091330 ,0
202004091340 ,0
202004091350 ,0
202004091400 ,0
202004091410 ,0
202004091420 ,0
202004091430 ,0
202004091440 ,0
202004091450 ,0
202004091500 ,0
202004091510 ,0
202004091520 ,0
202004091530 ,0
202004091540 ,0
202004091550 ,0
202004091600 ,0
202004091610 ,0
202004091620 ,0
202004091630 ,0
202004091640 ,0
202004091650 ,0
202004091700 ,0
202004091710 ,0
202004091720 ,0
202004091730 ,0
202004091740 ,0
202004091750 ,0
202004091800 ,0
202004091810 ,0
202004091820 ,0
202004091830 ,0
202004091840 ,0
202004091850 ,0
202004091900 ,0
202004091910 ,0
202004091920 ,0
202004091930 ,0
202004091940 ,0
202004091950 ,0
202004092000 ,0
202004092010 ,0
202004092020 ,0
202004092030 ,0
202004092040 ,0
202004092050 ,0
202004092100 ,0
202004092110 ,0
202004092120 ,0
202004092130 ,0
202004092140 ,0
202004092150 ,0
202004092200 ,0
202004092210 ,0
202004092220 ,0
202004092230 ,0
202004092240 ,0
202004092250 ,0
202004092300 ,0
202004092310 ,0
202004092320 ,0
202004092330 ,0
202004092340 ,0
202004092350 ,0
202004092400 ,0
202004100010 ,0
202004100020 ,0
202004100030 ,0
202004100040 ,0
202004100050 ,0
202004100100 ,0
202004100110 ,0
202004100120 ,0
202004100130 ,0
202004100140 ,0
202004100150 ,0
202004100200 ,0
202004100210 ,0
202004100220 ,0
202004100230 ,0
202004100240 ,0
202004100250 ,0
202004100300 ,0
202004100310 ,0
202004100320 ,0
202004100330 ,0
202004100340 ,0
202004100350 ,0
202004100400 ,0
202004100410 ,0
202004100420 ,0
202004100430 ,0
202004100440 ,0
202004100450 ,0
202004100500 ,0
202004100510 ,0
202004100520 ,0
202004100530 ,0
202004100540 ,0
202004100550 ,0
202004100600 ,0
202004100610 ,0
202004100620 ,0
202004100630 ,0
202004100640 ,0
202004100650 ,0
202004100700 ,0
202004100710 ,0
202004100720 ,0
202004100730 ,0
202004100740 ,0
202004100750 ,0
202004100800 ,0
202004100810 ,0
202004100820 ,0
202004100830 ,0
202004100840 ,0
202004100850 ,0
202004100900 ,0
202004100910 ,0
202004100920 ,0
202004100930 ,0
202004100940 ,0
202004100950 ,0
202004101000 ,0
202004101010 ,0
202004101020 ,0
202004101030 ,0
202004101040 ,0
202004101050 ,0
202004101100 ,0
202004101110 ,0
202004101120 ,0
202004101130 ,0
202004101140 ,0
202004101150 ,0
202004101200 ,0
202004101210 ,0
202004101220 ,0
202004101230 ,0
202004101240 ,0
202004101250 ,0
202004101300 ,0
202004101310 ,0
202004101320 ,0
202004101330 ,0
202004101340 ,0
202004101350 ,0
202004101400 ,0
202004101410 ,0
202004101420 ,0
202004101430 ,0
202004101440 ,0
202004101450 ,0
202004101500 ,0
202004101510 ,0
202004101520 ,0
202004101530 ,0
202004101540 ,0
202004101550 ,0
202004101600 ,0
202004101610 ,0
202004101620 ,0
202004101630 ,0
202004101640 ,0
202004101650 ,0
202004101700 ,0
202004101710 ,0
202004101720 ,0
202004101730 ,0
202004101740 ,0
202004101750 ,0
202004101800 ,0
202004101810 ,0
202004101820 ,0
202004101830 ,0
202004101840 ,0
202004101850 ,0
202004101900 ,0
202004101910 ,0
202004101920 ,0
202004101930 ,0
202004101940 ,0
202004101950 ,0
202004102000 ,0
202004102010 ,0
202004102020 ,0
202004102030 ,0
202004102040 ,0
202004102050 ,0
202004102100 ,0
202004102110 ,0
202004102120 ,0
202004102130 ,0
202004102140 ,0
202004102150 ,0
202004102200 ,0
202004102210 ,0
202004102220 ,0
202004102230 ,0
202004102240 ,0
202004102250 ,0
202004102300 ,0
202004102310 ,0
202004102320 ,0
202004102330 ,0
202004102340 ,0
202004102350 ,0
202004102400 ,0
202004110010 ,0
202004110020 ,0
202004110030 ,0
202004110040 ,0
202004110050 ,0
202004110100 ,0
202004110110 ,0
202004110120 ,0
202004110130 ,0
202004110140 ,0
202004110150 ,0
202004110200 ,0
202004110210 ,0
202004110220 ,0
202004110230 ,0
202004110240 ,0
202004110250 ,0
202004110300 ,0
202004110310 ,0
202004110320 ,0
202004110330 ,0
202004110340 ,0
202004110350 ,0
202004110400 ,0
202004110410 ,0
202004110420 ,0
202004110430 ,0
202004110440 ,0
202004110450 ,0
202004110500 ,0
202004110510 ,0
202004110520 ,0
202004110530 ,0
202004110540 ,0
202004110550 ,1
202004110600 ,0
202004110610 ,0
202004110620 ,0
202004110630 ,0
202004110640 ,0
202004110650 ,0
202004110700 ,1
202004110710 ,0
202004110720 ,0
202004110730 ,0
202004110740 ,0
202004110750 ,0
202004110800 ,0
202004110810 ,1
202004110820 ,0
202004110830 ,0
202004110840 ,0
202004110850 ,0
202004110900 ,0
202004110910 ,0
202004110920 ,1
202004110930 ,0
202004110940 ,0
202004110950 ,0
202004111000 ,0
202004111010 ,0
202004111020 ,0
202004111030 ,0
202004111040 ,0
202004111050 ,0
202004111100 ,0
202004111110 ,0
202004111120 ,0
202004111130 ,0
202004111140 ,0
202004111150 ,0
202004111200 ,0
202004111210 ,0
202004111220 ,0
202004111230 ,0
202004111240 ,0
202004111250 ,0
202004111300 ,0
202004111310 ,1
202004111320 ,0
202004111330 ,0
202004111340 ,0
202004111350 ,0
202004111400 ,0
202004111410 ,0
202004111420 ,0
202004111430 ,0
202004111440 ,0
202004111450 ,1
202004111500 ,0
202004111510 ,0
202004111520 ,0
202004111530 ,0
202004111540 ,0
202004111550 ,0
202004111600 ,0
202004111610 ,0
202004111620 ,0
202004111630 ,0
202004111640 ,1
202004111650 ,0
202004111700 ,0
202004111710 ,0
202004111720 ,1
202004111730 ,0
202004111740 ,0
202004111750 ,0
202004111800 ,0
202004111810 ,0
202004111820 ,1
202004111830 ,0
202004111840 ,0
